Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
0,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46022,0,0,0,0,0,0,0,5.115,0.62491,1.0972,1.0972,0.0065925,2.4676,1.9145,0.15149,141.94,
0.00027183,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46022,0,0,0,0,0,0,9.7433,5.115,0.62492,1.0972,1.0972,0.0065925,2.4676,1.9145,0.15149,141.94,
0.00054367,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46021,0,0,0,0,0,0,19.4867,5.1149,0.62492,1.0972,1.0972,0.0065925,2.4676,1.9145,0.15149,141.94,
0.0008155,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46021,0,0,0,0,0,0,29.23,5.1149,0.62493,1.0972,1.0972,0.0065925,2.4676,1.9145,0.15149,141.94,
0.0010873,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4602,0,0,0,0,0,0,38.9734,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0011505,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4602,0,0,0,0,0,0,41.2362,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0012136,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4602,0,0,0,0,0,0,43.499,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0012767,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4602,0,0,0,0,0,0,45.7618,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0013399,0,0,0,0.075479,0.043578,0.99619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4602,0,0,0,0,0,0,48.0246,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0013892,3.889e-10,2.2453e-10,-9.9699e-11,0.075479,0.043578,0.99619,1.9504e-05,1.1261e-05,-3.4368e-06,0,0,0,0,0,0,-0.010771,0.013882,0.00020881,1.4843,1.4843,0.4602,0,0,0,-0.011818,0.015232,0.0002291,49.7917,5.1148,0.62493,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0014385,2.2175e-09,1.2803e-09,-2.327e-10,0.075479,0.043578,0.99619,5.8506e-05,3.3778e-05,-1.4157e-06,0,0,0,0.75441,0.43427,0.23268,-0.010771,0.013883,0.00020881,1.4843,1.4843,0.4602,3.8586,2.2212,1.1901,-0.011818,0.015232,0.00022911,51.5587,5.1148,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0014878,6.0621e-09,3.5e-09,1.1328e-10,0.075479,0.043578,0.99619,9.887e-05,5.7083e-05,1.7525e-05,0,0,0,0.78049,0.44933,0.57687,-0.010771,0.013883,0.00020882,1.4843,1.4843,0.4602,3.992,2.2982,2.9505,-0.011818,0.015232,0.00022911,53.3258,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0015371,1.1944e-08,6.896e-09,1.8014e-09,0.075479,0.043578,0.99619,0.0001373,7.9273e-05,5.5467e-05,0,0,0,0.80657,0.46438,0.92106,-0.010772,0.013884,0.00020882,1.4843,1.4843,0.4602,4.1254,2.3752,4.711,-0.011819,0.015233,0.00022911,55.0929,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0015864,1.9712e-08,1.1381e-08,5.8041e-09,0.075479,0.043578,0.99619,0.00017803,0.00010279,0.00010974,0,0,0,0.83265,0.47944,1.2652,-0.010772,0.013884,0.00020882,1.4843,1.4843,0.46019,4.2588,2.4522,6.4714,-0.011819,0.015233,0.00022912,56.8599,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0016357,2.9519e-08,1.7043e-08,1.2901e-08,0.075479,0.043578,0.99619,0.00022004,0.00012704,0.00018099,0,0,0,0.85872,0.4945,1.6094,-0.010772,0.013884,0.00020883,1.4843,1.4843,0.46019,4.3921,2.5292,8.2318,-0.011819,0.015234,0.00022912,58.627,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.001685,4.1429e-08,2.3919e-08,2.3928e-08,0.075479,0.043578,0.99619,0.00026334,0.00015204,0.0002692,0,0,0,0.8848,0.50955,1.9536,-0.010773,0.013885,0.00020883,1.4843,1.4843,0.46019,4.5255,2.6062,9.9922,-0.011819,0.015234,0.00022912,60.3941,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0017343,5.5505e-08,3.2046e-08,3.9723e-08,0.075479,0.043578,0.99619,0.00030792,0.00017778,0.00037438,0,0,0,0.91088,0.52461,2.2978,-0.010773,0.013885,0.00020883,1.4842,1.4842,0.46019,4.6589,2.6832,11.7527,-0.01182,0.015235,0.00022913,62.1611,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0019808,1.606e-07,9.2721e-08,2.1948e-07,0.075479,0.043578,0.99619,0.00055011,0.00031761,0.0011548,0,0,0,1.0413,0.59989,4.0188,-0.010774,0.013888,0.00020885,1.484,1.484,0.46019,5.3258,3.0682,20.5548,-0.011821,0.015237,0.00022914,70.9965,5.1147,0.62494,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0022273,3.2935e-07,1.9015e-07,6.4391e-07,0.075479,0.043578,0.99619,0.00082446,0.000476,0.0023595,0,0,0,1.1717,0.67517,5.7398,-0.010776,0.01389,0.00020887,1.4836,1.4836,0.46018,5.9926,3.4533,29.3569,-0.011823,0.015239,0.00022916,79.8318,5.1146,0.62495,1.0972,1.0972,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0024738,5.697e-07,3.2891e-07,1.4176e-06,0.075479,0.043578,0.99619,0.0011309,0.00065295,0.0039884,0,0,0,1.3021,0.75046,7.4608,-0.010778,0.013893,0.0002089,1.4831,1.4831,0.46018,6.6595,3.8383,38.159,-0.011825,0.015242,0.00022919,88.6671,5.1146,0.62495,1.0971,1.0971,0.0065924,2.4676,1.9145,0.15149,141.94,
0.0027203,8.8955e-07,5.1358e-07,2.6451e-06,0.075479,0.043578,0.99619,0.0014696,0.00084846,0.0060416,0,0,0,1.4325,0.82574,9.1819,-0.01078,0.013895,0.00020892,1.4824,1.4824,0.46018,7.3264,4.2233,46.9611,-0.011827,0.015245,0.00022922,97.5024,5.1145,0.62496,1.0971,1.0971,0.0065923,2.4676,1.9145,0.15149,141.94,
0.0039528,3.9588e-06,2.2856e-06,1.925e-05,0.075479,0.043578,0.99619,0.003645,0.0021044,0.022672,0,0,0,2.0845,1.2022,17.7876,-0.010792,0.013912,0.00020909,1.4771,1.4771,0.46016,10.6608,6.1484,90.9717,-0.011839,0.015263,0.00022939,141.6791,5.1143,0.62498,1.0971,1.0971,0.0065923,2.4676,1.9145,0.15149,141.94,
0.0051853,1.0205e-05,5.8916e-06,6.2889e-05,0.075479,0.043578,0.99619,0.0066241,0.0038244,0.04991,0,0,0,2.7366,1.5787,26.394,-0.010808,0.013934,0.00020934,1.4684,1.4684,0.46014,13.9951,8.0735,134.9822,-0.011856,0.015286,0.00022966,185.8557,5.1141,0.625,1.097,1.097,0.0065922,2.4676,1.9145,0.15149,141.94,
0.0064178,2.0618e-05,1.1904e-05,0.00014664,0.075479,0.043578,0.99619,0.010407,0.0060086,0.087757,0,0,0,3.3887,1.9552,35.0011,-0.010828,0.013962,0.00020969,1.4564,1.4564,0.46012,17.3295,9.9985,178.9928,-0.011879,0.015316,0.00023002,230.0323,5.1139,0.62502,1.097,1.097,0.0065921,2.4676,1.9145,0.15149,141.94,
0.0076503,3.6189e-05,2.0894e-05,0.00028357,0.075479,0.043578,0.99619,0.014994,0.0086569,0.13621,0,0,0,4.0409,2.3317,43.609,-0.010856,0.013998,0.00021016,1.441,1.441,0.4601,20.6638,11.9236,223.0033,-0.011908,0.015355,0.00023053,274.209,5.1137,0.62504,1.0969,1.0969,0.0065921,2.4676,1.9145,0.15149,141.94,
0.0083622,4.792e-05,2.7667e-05,0.00039201,0.075479,0.043578,0.99619,0.01801,0.010398,0.16904,0,0,0,4.4176,2.5492,48.581,-0.010875,0.014024,0.00021049,1.4306,1.4306,0.46009,22.5896,13.0355,248.4232,-0.011928,0.015383,0.00023089,299.7249,5.1136,0.62505,1.0969,1.0969,0.006592,2.4676,1.9145,0.15149,141.94,
0.009074,6.1894e-05,3.5734e-05,0.00052508,0.075479,0.043578,0.99619,0.021294,0.012294,0.2054,0,0,0,4.7943,2.7667,53.5534,-0.010897,0.014053,0.00021089,1.4192,1.4192,0.46007,24.5155,14.1474,273.8432,-0.011952,0.015414,0.00023132,325.2407,5.1135,0.62506,1.0969,1.0969,0.006592,2.4676,1.9145,0.15149,141.94,
0.0097859,7.8301e-05,4.5207e-05,0.00068529,0.075479,0.043578,0.99619,0.024846,0.014345,0.24531,0,0,0,5.171,2.9842,58.5259,-0.010923,0.014087,0.00021135,1.4067,1.4067,0.46006,26.4413,15.2592,299.2631,-0.01198,0.015451,0.00023182,350.7566,5.1133,0.62507,1.0968,1.0968,0.006592,2.4676,1.9145,0.15149,141.94,
0.010498,9.7332e-05,5.6195e-05,0.00087517,0.075479,0.043578,0.99619,0.028667,0.016551,0.28875,0,0,0,5.5478,3.2017,63.4987,-0.010952,0.014126,0.00021189,1.3931,1.3931,0.46005,28.3671,16.3711,324.683,-0.012012,0.015493,0.0002324,376.2725,5.1132,0.62508,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.010737,0.00010434,6.024e-05,0.00094597,0.075479,0.043578,0.99619,0.030009,0.017325,0.30412,0,0,0,5.6742,3.2747,65.1671,-0.010963,0.01414,0.00021209,1.3883,1.3883,0.46005,29.0132,16.7441,333.2114,-0.012024,0.015509,0.00023262,384.833,5.1132,0.62509,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.010975,0.00011167,6.4472e-05,0.0010205,0.075479,0.043578,0.99619,0.031381,0.018118,0.31989,0,0,0,5.8006,3.3477,66.8356,-0.010974,0.014155,0.00021229,1.3834,1.3834,0.46004,29.6593,17.1171,341.7397,-0.012036,0.015525,0.00023284,393.3935,5.1131,0.62509,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.011214,0.00011933,6.8896e-05,0.0010988,0.075479,0.043578,0.99619,0.032783,0.018927,0.33605,0,0,0,5.927,3.4207,68.504,-0.010986,0.01417,0.00021251,1.3784,1.3784,0.46004,30.3054,17.4901,350.268,-0.012049,0.015542,0.00023308,401.9541,5.1131,0.62509,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.011453,0.00012733,7.3514e-05,0.001181,0.075479,0.043578,0.99619,0.034215,0.019754,0.35262,0,0,0,6.0534,3.4936,70.1725,-0.010999,0.014187,0.00021274,1.3733,1.3733,0.46004,30.9515,17.8632,358.7963,-0.012063,0.015559,0.00023333,410.5146,5.1131,0.6251,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.011562,0.0001311,7.5689e-05,0.0012199,0.075479,0.043578,0.99619,0.034879,0.020138,0.36031,0,0,0,6.1111,3.5269,70.9341,-0.011004,0.014194,0.00021285,1.3709,1.3709,0.46003,31.2465,18.0334,362.6891,-0.012069,0.015568,0.00023345,414.422,5.113,0.6251,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.011671,0.00013494,7.7905e-05,0.0012596,0.075479,0.043578,0.99619,0.03555,0.020525,0.36809,0,0,0,6.1688,3.5603,71.6957,-0.01101,0.014202,0.00021296,1.3685,1.3685,0.46003,31.5414,18.2037,366.5818,-0.012076,0.015576,0.00023357,418.3294,5.113,0.6251,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.01178,0.00013885,8.0164e-05,0.0013001,0.075479,0.043578,0.99619,0.036226,0.020915,0.37595,0,0,0,6.2265,3.5936,72.4573,-0.011016,0.01421,0.00021307,1.3661,1.3661,0.46003,31.8363,18.3739,370.4745,-0.012082,0.015585,0.00023369,422.2368,5.113,0.6251,1.0968,1.0968,0.0065919,2.4676,1.9145,0.15149,141.94,
0.011889,0.00014283,8.2465e-05,0.0013416,0.075479,0.043578,0.99619,0.036909,0.021309,0.38389,0,0,0,6.2842,3.6269,73.2189,-0.011023,0.014218,0.00021319,1.3636,1.3636,0.46003,32.1312,18.5442,374.3672,-0.012089,0.015594,0.00023381,426.1442,5.113,0.6251,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.011998,0.0001469,8.481e-05,0.0013838,0.075479,0.043578,0.99619,0.037598,0.021707,0.39192,0,0,0,6.3419,3.6602,73.9805,-0.011029,0.014227,0.00021331,1.3612,1.3612,0.46003,32.4261,18.7145,378.26,-0.012096,0.015603,0.00023394,430.0517,5.113,0.62511,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.012107,0.00015103,8.7198e-05,0.001427,0.075479,0.043578,0.99619,0.038293,0.022109,0.40003,0,0,0,6.3996,3.6935,74.7421,-0.011035,0.014235,0.00021343,1.3587,1.3587,0.46002,32.721,18.8847,382.1527,-0.012103,0.015612,0.00023407,433.9591,5.113,0.62511,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.012216,0.00015524,8.9631e-05,0.0014711,0.075479,0.043578,0.99619,0.038995,0.022514,0.40822,0,0,0,6.4573,3.7268,75.5037,-0.011042,0.014244,0.00021355,1.3562,1.3562,0.46002,33.0159,19.055,386.0454,-0.01211,0.015622,0.00023421,437.8665,5.1129,0.62511,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.012325,0.00015953,9.2107e-05,0.001516,0.075479,0.043578,0.99619,0.039703,0.022922,0.41649,0,0,0,6.515,3.7601,76.2653,-0.011049,0.014253,0.00021367,1.3536,1.3536,0.46002,33.3108,19.2253,389.9381,-0.012118,0.015631,0.00023434,441.7739,5.1129,0.62511,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.01287,0.00018215,0.00010516,0.0017544,0.075479,0.043578,0.99619,0.043264,0.024978,0.45814,0,0,0,6.5304,3.769,76.4684,-0.011084,0.014298,0.00021433,1.3409,1.3409,0.46,33.3882,19.2699,390.9623,-0.012156,0.015681,0.00023505,442.8002,5.1127,0.62513,1.0967,1.0967,0.0065918,2.4676,1.9145,0.15149,141.94,
0.013415,0.0002067,0.00011934,0.0020155,0.075479,0.043578,0.99619,0.04683,0.027037,0.49987,0,0,0,6.5352,3.7718,76.5327,-0.011121,0.014346,0.00021501,1.3283,1.3283,0.45999,33.4117,19.2835,391.2768,-0.012195,0.015733,0.00023579,443.1142,5.1125,0.62515,1.0966,1.0966,0.0065917,2.4676,1.9145,0.15149,141.94,
0.01396,0.0002332,0.00013464,0.0022993,0.075479,0.043578,0.99619,0.050399,0.029098,0.54163,0,0,0,6.5401,3.7746,76.597,-0.011159,0.014397,0.00021573,1.3157,1.3157,0.45997,33.4353,19.2971,391.5913,-0.012237,0.015788,0.00023657,443.4281,5.1124,0.62516,1.0966,1.0966,0.0065916,2.4676,1.9145,0.15149,141.94,
0.014506,0.00026164,0.00015106,0.0026059,0.075479,0.043578,0.99619,0.053971,0.03116,0.58342,0,0,0,6.5449,3.7774,76.6613,-0.0112,0.01445,0.00021649,1.3032,1.3032,0.45995,33.4589,19.3107,391.9059,-0.012281,0.015845,0.00023739,443.742,5.1122,0.62518,1.0965,1.0965,0.0065916,2.4676,1.9145,0.15149,141.94,
0.014982,0.00028812,0.00016635,0.0028929,0.075479,0.043578,0.99619,0.057098,0.032965,0.62001,0,0,0,6.5492,3.7798,76.7176,-0.011237,0.014498,0.00021718,1.2923,1.2923,0.45993,33.4795,19.3225,392.181,-0.012321,0.015897,0.00023814,444.0167,5.112,0.6252,1.0965,1.0965,0.0065915,2.4676,1.9145,0.15149,141.94,
0.015459,0.0003161,0.0001825,0.0031972,0.075479,0.043578,0.99619,0.060227,0.034772,0.65663,0,0,0,6.5534,3.7823,76.7738,-0.011275,0.014548,0.0002179,1.2814,1.2814,0.45992,33.5001,19.3344,392.4562,-0.012363,0.015951,0.00023891,444.2913,5.1118,0.62521,1.0965,1.0965,0.0065915,2.4676,1.9145,0.15149,141.94,
0.015936,0.00034556,0.00019951,0.0035191,0.075479,0.043578,0.99619,0.063358,0.03658,0.69328,0,0,0,6.5577,3.7847,76.8301,-0.011315,0.014599,0.00021864,1.2707,1.2707,0.4599,33.5207,19.3463,392.7313,-0.012406,0.016007,0.00023972,444.5659,5.1117,0.62523,1.0964,1.0964,0.0065914,2.4676,1.9145,0.15149,141.94,
0.016413,0.00037652,0.00021739,0.0038584,0.075479,0.043578,0.99619,0.066492,0.038389,0.72996,0,0,0,6.5619,3.7872,76.8864,-0.011356,0.014653,0.0002194,1.26,1.26,0.45989,33.5413,19.3581,393.0065,-0.01245,0.016065,0.00024055,444.8406,5.1115,0.62524,1.0964,1.0964,0.0065914,2.4676,1.9145,0.15149,141.94,
0.018797,0.00055376,0.00031971,0.0058178,0.075479,0.043578,0.99619,0.08219,0.047453,0.91376,0,0,0,6.5831,3.7994,77.1678,-0.01158,0.014945,0.00022362,1.2076,1.2076,0.45981,33.6442,19.4174,394.3823,-0.012694,0.016382,0.00024513,446.2138,5.1107,0.62532,1.0962,1.0962,0.0065911,2.4676,1.9145,0.15149,141.94,
0.021181,0.00076849,0.00044369,0.0082163,0.075479,0.043578,0.99619,0.097943,0.056547,1.0983,0,0,0,6.6043,3.8116,77.4494,-0.011836,0.015278,0.00022844,1.1571,1.1571,0.45973,33.7471,19.4767,395.7581,-0.012972,0.016745,0.00025037,447.587,5.1099,0.6254,1.096,1.096,0.0065908,2.4676,1.9145,0.15149,141.94,
0.023566,0.0010208,0.00058939,0.011055,0.075479,0.043578,0.99619,0.11375,0.065672,1.2835,0,0,0,6.6254,3.8237,77.731,-0.012122,0.015651,0.00023385,1.1085,1.1085,0.45965,33.8498,19.5358,397.1339,-0.013284,0.01715,0.00025625,448.9602,5.1091,0.62548,1.0958,1.0958,0.0065906,2.4676,1.9145,0.15149,141.94,
0.02595,0.0013109,0.00075688,0.014337,0.075479,0.043578,0.99619,0.12961,0.074829,1.4694,0,0,0,6.6465,3.8359,78.0123,-0.012438,0.016061,0.0002398,1.0622,1.0622,0.45958,33.9523,19.5948,398.5074,-0.013626,0.017596,0.00026272,450.331,5.1083,0.62556,1.0956,1.0956,0.0065903,2.4676,1.9145,0.15149,141.94,
0.029918,0.0018777,0.0010841,0.020783,0.075479,0.043578,0.99619,0.15612,0.090134,1.7803,0,0,0,6.6816,3.8561,78.4803,-0.013021,0.01682,0.00025083,0.98979,0.98979,0.45944,34.1224,19.6926,400.7897,-0.014261,0.018421,0.00027472,452.6088,5.1069,0.62569,1.0952,1.0952,0.0065899,2.4676,1.9145,0.15149,141.9401,
0.033886,0.00255,0.0014723,0.028467,0.075479,0.043578,0.99619,0.18278,0.10553,2.0932,0,0,0,6.7167,3.8763,78.9484,-0.013672,0.017666,0.00026314,0.92344,0.92344,0.45931,34.2923,19.7903,403.072,-0.01497,0.019342,0.00028811,454.8865,5.1055,0.62582,1.0949,1.0949,0.0065894,2.4676,1.9145,0.15149,141.9401,
0.037853,0.0033284,0.0019216,0.037397,0.075479,0.043578,0.99619,0.20958,0.121,2.408,0,0,0,6.7518,3.8964,79.4166,-0.014384,0.018591,0.00027659,0.86289,0.86289,0.45918,34.4618,19.8878,405.3524,-0.015744,0.020349,0.00030274,457.1625,5.1041,0.62595,1.0946,1.0946,0.006589,2.4676,1.9145,0.15149,141.9401,
0.041821,0.0042134,0.0024326,0.047579,0.075479,0.043578,0.99619,0.23654,0.13656,2.7248,0,0,0,6.7867,3.9165,79.8839,-0.015149,0.019586,0.00029105,0.80781,0.80781,0.45905,34.6307,19.9848,407.6261,-0.016576,0.021431,0.00031847,459.4314,5.1027,0.62609,1.0942,1.0942,0.0065885,2.4676,1.9145,0.15149,141.9401,
0.048114,0.005837,0.00337,0.066315,0.075479,0.043578,0.99619,0.27959,0.16142,3.2311,0,0,0,6.8421,3.9483,80.6255,-0.016459,0.021289,0.00031577,0.73064,0.73064,0.45883,34.8981,20.1385,411.2316,-0.018,0.023283,0.00034534,463.0297,5.1005,0.6263,1.0937,1.0937,0.0065878,2.4676,1.9145,0.15149,141.9402,
0.054406,0.0077327,0.0044645,0.088252,0.075479,0.043578,0.99619,0.32301,0.18649,3.7424,0,0,0,6.8973,3.98,81.3658,-0.01787,0.023125,0.00034235,0.66441,0.66441,0.45862,35.1643,20.2913,414.825,-0.019533,0.025277,0.00037423,466.6155,5.0983,0.62652,1.0931,1.0931,0.0065871,2.4676,1.9145,0.15149,141.9403,
0.060698,0.0099028,0.0057174,0.11342,0.075479,0.043578,0.99619,0.36681,0.21178,4.2585,0,0,0,6.9525,4.0117,82.1062,-0.019365,0.025072,0.00037049,0.60742,0.60742,0.4584,35.43,20.4438,418.4151,-0.021157,0.027392,0.00040478,470.1983,5.096,0.62673,1.0925,1.0925,0.0065864,2.4676,1.9145,0.15149,141.9403,
0.066991,0.01235,0.0071301,0.14185,0.075479,0.043578,0.99619,0.41098,0.23728,4.7795,0,0,0,7.0075,4.0433,82.845,-0.020934,0.027116,0.00039994,0.55817,0.55817,0.45818,35.6944,20.5955,421.9912,-0.022859,0.029609,0.00043672,473.7667,5.0937,0.62695,1.092,1.092,0.0065856,2.4676,1.9145,0.15148,141.9404,
0.07603,0.016354,0.0094417,0.18847,0.075479,0.043578,0.99619,0.47508,0.27429,5.5365,0,0,0,7.0864,4.0886,83.9057,-0.023296,0.030195,0.00044418,0.49846,0.49846,0.45786,36.073,20.8127,427.1181,-0.025419,0.032948,0.00048466,478.8829,5.0905,0.62727,1.0911,1.0911,0.0065846,2.4676,1.9145,0.15148,141.9406,
0.085068,0.02094,0.01209,0.24197,0.075479,0.043578,0.99619,0.53995,0.31174,6.3037,0,0,0,7.1651,4.1337,84.9643,-0.025767,0.033421,0.00049032,0.4491,0.4491,0.45754,36.4497,21.0288,432.2243,-0.028094,0.03644,0.0005346,483.9781,5.0871,0.62759,1.0903,1.0903,0.0065835,2.4676,1.9145,0.15148,141.9407,
0.094107,0.026117,0.015079,0.30245,0.075479,0.043578,0.99619,0.60559,0.34964,7.0809,0,0,0,7.2435,4.1787,86.0202,-0.028334,0.036775,0.00053808,0.4078,0.4078,0.45722,36.8242,21.2435,437.3059,-0.030869,0.040065,0.00058622,489.0488,5.0838,0.62792,1.0895,1.0895,0.0065824,2.4676,1.9145,0.15148,141.9409,
0.10315,0.03189,0.018412,0.37001,0.075479,0.043578,0.99619,0.67201,0.38798,7.8682,0,0,0,7.3217,4.2235,87.0742,-0.030984,0.040242,0.00058724,0.37286,0.37286,0.45689,37.197,21.4571,442.3682,-0.03373,0.043808,0.00063928,494.1002,5.0804,0.62825,1.0886,1.0886,0.0065813,2.4676,1.9145,0.15148,141.9411,
0.11363,0.039341,0.022713,0.45731,0.075479,0.043578,0.99619,0.74997,0.433,8.7938,0,0,0,7.4121,4.2754,88.2933,-0.034153,0.044391,0.00064581,0.33863,0.33863,0.4565,37.6267,21.7034,448.2103,-0.037145,0.048281,0.00070239,499.9297,5.0764,0.62863,1.0876,1.0876,0.00658,2.4676,1.9145,0.15147,141.9414,
0.12411,0.047614,0.02749,0.55438,0.075479,0.043578,0.99619,0.82898,0.47861,9.733,0,0,0,7.5022,4.327,89.5089,-0.037416,0.048669,0.00070587,0.30972,0.30972,0.45611,38.0537,21.9481,454.0205,-0.040656,0.052884,0.00076701,505.7274,5.0723,0.62902,1.0866,1.0866,0.0065787,2.4676,1.9145,0.15147,141.9417,
0.13459,0.056721,0.032748,0.66137,0.075479,0.043578,0.99619,0.90902,0.52482,10.6858,0,0,0,7.5918,4.3784,90.7198,-0.040766,0.053068,0.00076732,0.28502,0.28502,0.45571,38.4775,22.1908,459.7923,-0.044255,0.05761,0.00083298,511.4867,5.0683,0.62942,1.0856,1.0856,0.0065774,2.4676,1.9145,0.15147,141.942,
0.14507,0.066672,0.038493,0.77842,0.075479,0.043578,0.99619,0.99009,0.57163,11.6521,0,0,0,7.6811,4.4295,91.9259,-0.0442,0.057582,0.00083005,0.26371,0.26371,0.45531,38.8981,22.4316,465.5258,-0.047937,0.06245,0.00090022,517.2077,5.0641,0.62982,1.0845,1.0845,0.0065761,2.4676,1.9145,0.15146,141.9423,
0.15773,0.079837,0.046094,0.93346,0.075479,0.043578,0.99619,1.0894,0.62898,12.8377,0,0,0,7.7884,4.491,93.3773,-0.048456,0.063184,0.00090745,0.24159,0.24159,0.45482,39.4022,22.7202,472.405,-0.052491,0.068445,0.00098301,524.0721,5.0591,0.63031,1.0833,1.0833,0.0065745,2.4676,1.9145,0.15146,141.9428,
0.17039,0.094269,0.054426,1.1036,0.075479,0.043578,0.99619,1.1903,0.68719,14.043,0,0,0,7.895,4.552,94.8212,-0.052824,0.068943,0.00098653,0.22265,0.22265,0.45432,39.9013,23.0059,479.225,-0.057154,0.074594,0.0010674,530.8776,5.054,0.63081,1.082,1.082,0.0065728,2.4676,1.9145,0.15145,141.9433,
0.18306,0.10999,0.063502,1.2892,0.075479,0.043578,0.99619,1.2926,0.74627,15.268,0,0,0,8.001,4.6127,96.2568,-0.057303,0.074854,0.0010672,0.20627,0.20627,0.45381,40.3954,23.2886,485.9828,-0.061924,0.080892,0.0011533,537.621,5.0488,0.63132,1.0807,1.0807,0.0065711,2.4676,1.9145,0.15145,141.9439,
0.19572,0.12701,0.07333,1.4904,0.075479,0.043578,0.99619,1.3964,0.80622,16.5126,0,0,0,8.1062,4.6729,97.6837,-0.061888,0.080917,0.0011494,0.19198,0.19198,0.4533,40.8841,23.5682,492.675,-0.066797,0.087336,0.0012406,544.2992,5.0436,0.63184,1.0793,1.0793,0.0065695,2.4676,1.9145,0.15144,141.9445,
0.2102,0.14811,0.08551,1.74,0.075479,0.043578,0.99619,1.517,0.87583,17.96,0,0,0,8.2256,4.7412,99.3047,-0.067262,0.088033,0.0012453,0.17773,0.17773,0.4527,41.4363,23.884,500.2475,-0.072493,0.09488,0.0013422,551.8561,5.0375,0.63243,1.0778,1.0778,0.0065675,2.4676,1.9145,0.15143,141.9452,
