Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
1.1912,7.7377,4.6165,83.3831,0.13375,0.086508,0.98723,16.7591,10.3156,158.265,0.033618,-0.041423,-0.00092706,14.4908,9.4136,93.882,0.61274,-0.82994,-0.010204,0.017009,0.016877,0.39582,65.4935,42.5463,424.3159,0.57044,-0.77267,-0.0095744,480.2287,4.5197,0.68931,0.93099,0.93099,0.0064005,2.4676,1.9145,0.14875,142.1893,
1.1924,7.758,4.629,83.5748,0.1337,0.086468,0.98724,16.7776,10.3276,158.3886,0.034364,-0.042433,-0.00093952,13.234,8.5996,84.652,0.61033,-0.82691,-0.01015,0.016918,0.016783,0.39577,59.8073,38.8638,382.5619,0.56812,-0.76974,-0.0095198,437.9344,4.5192,0.68937,0.93085,0.93085,0.0064003,2.4676,1.9145,0.14875,142.1899,
1.1934,7.775,4.6395,83.7356,0.13365,0.086433,0.98725,16.7918,10.3368,158.4836,0.034987,-0.043276,-0.00094992,12.1812,7.918,76.9164,0.60821,-0.82423,-0.010103,0.016842,0.016704,0.39572,55.0452,35.7802,347.5742,0.56607,-0.76714,-0.0094723,402.4938,4.5189,0.68941,0.93073,0.93073,0.0064002,2.4676,1.9145,0.14874,142.1904,
1.1945,7.7921,4.65,83.8965,0.13361,0.086397,0.98726,16.805,10.3453,158.5707,0.035607,-0.044117,-0.00096027,11.1288,7.2366,69.1795,0.60599,-0.82141,-0.010054,0.016765,0.016625,0.39568,50.2855,32.6987,312.5867,0.56393,-0.76442,-0.0094232,367.0533,4.5185,0.68946,0.93062,0.93062,0.0064001,2.4676,1.9145,0.14874,142.1909,
1.1955,7.8091,4.6605,84.0575,0.13357,0.086361,0.98727,16.8172,10.3532,158.6499,0.036226,-0.044954,-0.00097056,10.0769,6.5557,61.4413,0.60366,-0.81845,-0.010003,0.016688,0.016546,0.39563,45.5285,29.6193,277.5994,0.5617,-0.76158,-0.0093725,331.6127,4.5181,0.6895,0.9305,0.9305,0.0064,2.4676,1.9145,0.14873,142.1913,
1.1965,7.8262,4.671,84.2186,0.13352,0.086324,0.98728,16.8283,10.3603,158.7214,0.036842,-0.045789,-0.00098081,9.0253,5.8751,53.702,0.60124,-0.81537,-0.009951,0.016612,0.016467,0.39559,40.7742,26.5421,242.6122,0.55938,-0.75861,-0.0093203,296.1721,4.5178,0.68955,0.93038,0.93038,0.0063998,2.4676,1.9145,0.14873,142.1918,
1.1975,7.8433,4.6815,84.3797,0.13347,0.086287,0.98729,16.8382,10.3668,158.7847,0.037455,-0.046621,-0.00099101,7.9742,5.1949,45.9614,0.59873,-0.81215,-0.0098968,0.016535,0.016387,0.39554,36.0227,23.4672,207.6251,0.55697,-0.75552,-0.0092665,260.7315,4.5174,0.68959,0.93027,0.93027,0.0063997,2.4676,1.9145,0.14872,142.1923,
1.1985,7.8604,4.6921,84.5408,0.13343,0.086249,0.9873,16.8466,10.3722,158.8344,0.038063,-0.047446,-0.0010011,7.5542,4.9227,42.8865,0.596,-0.80865,-0.0098388,0.016456,0.016306,0.39552,34.1242,22.2371,193.7287,0.5544,-0.75223,-0.00921,246.6545,4.5172,0.68961,0.93022,0.93022,0.0063997,2.4676,1.9145,0.14872,142.1928,
1.1995,7.8775,4.7026,84.7021,0.13338,0.08621,0.98731,16.8545,10.3773,158.8809,0.038669,-0.048267,-0.0010111,7.1404,4.6546,39.856,0.59321,-0.80507,-0.0097796,0.016377,0.016225,0.39551,32.254,21.0253,180.0338,0.55178,-0.74887,-0.0091525,232.7816,4.5171,0.68963,0.93018,0.93018,0.0063996,2.4676,1.9145,0.14871,142.1933,
1.2005,7.8946,4.7131,84.8633,0.13333,0.086171,0.98732,16.8621,10.3823,158.9247,0.039271,-0.049084,-0.001021,6.7268,4.3867,36.8254,0.59036,-0.80141,-0.0097194,0.016297,0.016142,0.39549,30.3848,19.8144,166.339,0.54911,-0.74542,-0.009094,218.9087,4.517,0.68964,0.93014,0.93014,0.0063996,2.4676,1.9145,0.1487,142.1937,
1.2017,7.9135,4.7248,85.0413,0.13328,0.086127,0.98733,16.8699,10.3874,158.9694,0.039932,-0.049982,-0.0010319,6.2708,4.0913,33.4818,0.58714,-0.79727,-0.0096517,0.016208,0.016051,0.39547,28.3239,18.4795,151.2313,0.54609,-0.74154,-0.0090285,203.6045,4.5168,0.68966,0.93009,0.93009,0.0063995,2.4676,1.9145,0.1487,142.1943,
1.2028,7.9324,4.7364,85.2193,0.13322,0.086083,0.98734,16.8772,10.3921,159.0103,0.04059,-0.050874,-0.0010427,5.815,3.7961,30.1381,0.58386,-0.79303,-0.0095826,0.016118,0.015958,0.39545,26.2643,17.1457,136.1236,0.543,-0.73756,-0.0089617,188.3002,4.5167,0.68968,0.93004,0.93004,0.0063995,2.4676,1.9145,0.14869,142.1948,
1.2039,7.9513,4.748,85.3973,0.13316,0.086037,0.98735,16.8841,10.3965,159.0475,0.041244,-0.051763,-0.0010535,5.3595,3.5011,26.7941,0.5805,-0.7887,-0.0095122,0.016028,0.015865,0.39544,24.2061,15.813,121.016,0.53985,-0.73349,-0.0088939,172.996,4.5165,0.6897,0.93,0.93,0.0063994,2.4676,1.9145,0.14869,142.1953,
1.205,7.9702,4.7597,85.5754,0.13311,0.085991,0.98736,16.8904,10.4006,159.081,0.041894,-0.052646,-0.0010641,4.9042,3.2064,23.4499,0.57706,-0.78426,-0.0094405,0.015937,0.015771,0.39542,22.1492,14.4814,105.9085,0.53663,-0.72933,-0.0088249,157.6917,4.5164,0.68972,0.92995,0.92995,0.0063994,2.4676,1.9145,0.14868,142.1959,
1.2106,8.0648,4.8179,86.4663,0.1328,0.08575,0.98743,16.9145,10.4164,159.193,0.045087,-0.056987,-0.0011165,2.8279,1.8627,8.1783,0.55883,-0.76064,-0.0090537,0.015467,0.015289,0.39533,12.7699,8.4114,36.9306,0.51956,-0.7072,-0.0084636,87.8141,4.5157,0.6898,0.92973,0.92973,0.0063992,2.4676,1.9145,0.14865,142.1985,
1.2162,8.1595,4.8763,87.3576,0.13248,0.085491,0.98749,16.9284,10.4255,159.2269,0.048162,-0.061177,-0.0011664,1.9887,1.3186,2.0663,0.5389,-0.7347,-0.008638,0.014974,0.014783,0.3953,8.9798,5.9542,9.3303,0.50098,-0.68302,-0.0080771,59.8428,4.5154,0.68983,0.92965,0.92965,0.0063991,2.4676,1.9145,0.14862,142.2012,
1.2218,8.2543,4.9347,88.249,0.13213,0.085216,0.98756,16.9374,10.4315,159.2246,0.05112,-0.065212,-0.0012135,1.1525,0.77703,-4.0462,0.51774,-0.7071,-0.0082141,0.014456,0.014253,0.39527,5.2038,3.5084,-18.2695,0.48127,-0.6573,-0.0076725,31.8716,4.5152,0.68986,0.92957,0.92957,0.006399,2.4676,1.9145,0.14859,142.2039,
1.2274,8.3492,4.9931,89.1403,0.13176,0.084925,0.98764,16.9428,10.4351,159.195,0.053969,-0.069105,-0.0012584,0.71092,0.49028,-7.228,0.50102,-0.68508,-0.007915,0.013913,0.013697,0.39526,3.2099,2.2137,-32.635,0.46572,-0.63681,-0.0073724,17.3028,4.5151,0.68987,0.92954,0.92954,0.006399,2.4676,1.9145,0.14857,142.2065,
1.2323,8.4321,5.0441,89.919,0.13142,0.084657,0.98771,16.9454,10.4369,159.1538,0.056388,-0.072416,-0.0012966,0.35144,0.25695,-9.8204,0.48643,-0.66583,-0.0076475,0.013417,0.013192,0.39525,1.5868,1.1602,-44.3392,0.45215,-0.6189,-0.007113,5.4315,4.515,0.68988,0.92952,0.92952,0.006399,2.4676,1.9145,0.14854,142.2089,
1.2372,8.515,5.0952,90.6975,0.13106,0.084378,0.98778,16.9466,10.4379,159.1028,0.058727,-0.075619,-0.0013332,0.18024,0.14505,-11.004,0.46849,-0.64223,-0.007299,0.012904,0.012668,0.39525,0.81378,0.65489,-49.6829,0.43546,-0.59696,-0.0067845,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14852,142.2112,
1.2421,8.5979,5.1463,91.4758,0.13069,0.084088,0.98785,16.9475,10.4386,159.0489,0.060968,-0.078694,-0.0013679,0.16669,0.13467,-10.9992,0.44738,-0.61451,-0.006878,0.012372,0.012127,0.39525,0.75261,0.60802,-49.6614,0.41585,-0.5712,-0.0063932,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14849,142.2135,
1.247,8.6808,5.1973,92.2538,0.1303,0.083787,0.98793,16.9483,10.4392,158.9953,0.063104,-0.08163,-0.0014005,0.15274,0.12399,-10.9944,0.4257,-0.58599,-0.006448,0.011822,0.011568,0.39525,0.68963,0.55983,-49.6396,0.39569,-0.54469,-0.0059936,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14846,142.2158,
1.252,8.7654,5.2495,93.0476,0.12989,0.08347,0.98801,16.949,10.4398,158.9405,0.065173,-0.084482,-0.0014316,0.13811,0.11282,-10.9894,0.40299,-0.55608,-0.0060007,0.011243,0.010981,0.39525,0.62358,0.50936,-49.6169,0.37458,-0.51688,-0.0055778,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14844,142.2182,
1.257,8.8501,5.3016,93.8412,0.12947,0.083142,0.98809,16.9496,10.4403,158.8856,0.067127,-0.087183,-0.0014604,0.12311,0.10137,-10.9843,0.37974,-0.52542,-0.0055455,0.010648,0.010377,0.39525,0.55585,0.45769,-49.5939,0.35297,-0.48839,-0.0051547,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14841,142.2206,
1.262,8.9347,5.3537,94.6345,0.12903,0.082806,0.98818,16.9502,10.4408,158.8308,0.068965,-0.089729,-0.001487,0.10776,0.089677,-10.9791,0.35599,-0.49406,-0.0050833,0.010038,0.009759,0.39525,0.48656,0.40489,-49.5706,0.3309,-0.45924,-0.004725,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14839,142.223,
1.267,9.0194,5.4059,95.4275,0.12858,0.08246,0.98826,16.9507,10.4412,158.7761,0.070682,-0.092116,-0.0015112,0.092099,0.077755,-10.9739,0.33179,-0.46207,-0.0046147,0.0094124,0.0091264,0.39525,0.41583,0.35106,-49.5471,0.3084,-0.4295,-0.0042894,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14836,142.2253,
1.2783,9.2114,5.5242,97.226,0.12753,0.081646,0.98847,16.9516,10.442,158.6519,0.074124,-0.096931,-0.0015574,0.0555,0.049958,-10.9619,0.27536,-0.38734,-0.0035317,0.0079449,0.0076443,0.39525,0.25058,0.22556,-49.4929,0.25595,-0.36004,-0.0032828,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1483,142.2307,
1.2896,9.4035,5.6425,99.0231,0.12642,0.080797,0.98868,16.952,10.4424,158.5278,0.076917,-0.10089,-0.0015912,0.017696,0.021318,-10.9497,0.21726,-0.31021,-0.002429,0.00642,0.0061072,0.39525,0.079898,0.09625,-49.438,0.20194,-0.28834,-0.0022578,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14825,142.2361,
1.301,9.5956,5.7609,100.8187,0.12527,0.079921,0.9889,16.952,10.4424,158.4039,0.079043,-0.10396,-0.0016124,-0.020998,-0.0079274,-10.9375,0.15795,-0.2313,-0.0013153,0.0048502,0.0045281,0.39525,-0.094807,-0.035792,-49.3827,0.14681,-0.215,-0.0012226,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14819,142.2414,
1.3123,9.7877,5.8792,102.613,0.1241,0.079024,0.98912,16.9515,10.4422,158.2802,0.080493,-0.10612,-0.001621,-0.060267,-0.03754,-10.9253,0.097916,-0.15126,-0.00019969,0.0032489,0.0029206,0.39525,-0.2721,-0.16949,-49.3276,0.091015,-0.1406,-0.00018562,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14813,142.2468,
1.3239,9.9845,6.0004,104.4498,0.12287,0.078092,0.98935,16.9506,10.4416,158.1535,0.081272,-0.1074,-0.0016167,-0.10076,-0.06801,-10.9129,0.03617,-0.06877,0.00093613,0.0015923,0.0012628,0.39525,-0.45494,-0.30706,-49.2716,0.033621,-0.063923,0.00087015,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14807,142.2523,
1.3355,10.1813,6.1216,106.2851,0.12163,0.077155,0.98957,16.9492,10.4406,158.027,0.081334,-0.10772,-0.0015993,-0.14123,-0.098386,-10.901,-0.02531,0.01354,0.0020554,0.00021805,0.00046889,0.39525,-0.63765,-0.44421,-49.218,-0.023526,0.012585,0.0019105,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14801,142.2578,
1.3471,10.378,6.2428,108.1189,0.1204,0.076221,0.98979,16.9473,10.4393,157.9006,0.080687,-0.10709,-0.0015691,-0.18171,-0.12866,-10.8929,-0.08602,0.094986,0.0031491,0.0017636,0.0020941,0.39525,-0.82042,-0.58088,-49.1813,-0.079957,0.088291,0.0029271,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14795,142.2633,
1.3587,10.5748,6.364,109.9513,0.11918,0.075299,0.99001,16.9449,10.4376,157.7743,0.079342,-0.10552,-0.0015263,-0.22145,-0.15831,-10.8851,-0.14547,0.17491,0.0042084,0.0034,0.0037268,0.39525,-0.99986,-0.71476,-49.1464,-0.13522,0.16258,0.0039118,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14789,142.2688,
1.3726,10.8092,6.5084,112.133,0.11776,0.074226,0.99026,16.9416,10.4352,157.6239,0.076852,-0.10246,-0.0014597,-0.26739,-0.1925,-10.8763,-0.21402,0.26729,0.0054145,0.005309,0.0056266,0.39525,-1.2073,-0.86913,-49.1067,-0.19893,0.24845,0.0050328,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14782,142.2753,
1.3864,11.0435,6.6527,114.3126,0.11638,0.073193,0.9905,16.9375,10.4323,157.4736,0.073435,-0.098145,-0.0013768,-0.31129,-0.22507,-10.868,-0.27934,0.35557,0.0065467,0.0071489,0.0074533,0.39525,-1.4055,-1.0162,-49.069,-0.25965,0.33051,0.0060853,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14775,142.2818,
1.4002,11.2778,6.797,116.4901,0.11507,0.072213,0.99073,16.933,10.429,157.3234,0.069141,-0.092643,-0.0012789,-0.35266,-0.25568,-10.8601,-0.34072,0.43878,0.0075928,0.0088983,0.0091856,0.39525,-1.5923,-1.1544,-49.0336,-0.31671,0.40786,0.0070577,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14768,142.2883,
1.4141,11.512,6.9413,118.6656,0.11385,0.071297,0.99094,16.9278,10.4252,157.1733,0.064029,-0.086031,-0.0011672,-0.39106,-0.28398,-10.8528,-0.39752,0.51605,0.0085419,0.010537,0.010804,0.39525,-1.7656,-1.2822,-49.0004,-0.3695,0.47967,0.0079399,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14761,142.2948,
1.4264,11.7209,7.0699,120.6043,0.11284,0.070544,0.99111,16.9228,10.4216,157.0395,0.058833,-0.079267,-0.0010571,-0.42247,-0.30704,-10.8467,-0.44383,0.57929,0.0092988,0.011892,0.012138,0.39525,-1.9075,-1.3863,-48.9728,-0.41255,0.53846,0.0086434,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14755,142.3006,
1.4387,11.9297,7.1985,122.5414,0.11192,0.069857,0.99126,16.9174,10.4177,156.9058,0.053093,-0.071758,-0.00093809,-0.45094,-0.32785,-10.841,-0.48565,0.63665,0.0099647,0.013133,0.013355,0.39525,-2.036,-1.4802,-48.9471,-0.45142,0.59177,0.0092624,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14749,142.3064,
1.4511,12.1384,7.327,124.4769,0.11109,0.069244,0.9914,16.9117,10.4135,156.7722,0.046867,-0.06358,-0.00081151,-0.47622,-0.34624,-10.8357,-0.52265,0.68766,0.010535,0.014249,0.014446,0.39525,-2.1501,-1.5633,-48.9232,-0.48582,0.63919,0.0097921,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14742,142.3122,
1.4634,12.3471,7.4555,126.4106,0.11036,0.06871,0.99151,16.9056,10.4091,156.6386,0.040215,-0.054814,-0.00067852,-0.49814,-0.36207,-10.8308,-0.55456,0.73195,0.011004,0.015232,0.015402,0.39525,-2.2491,-1.6347,-48.9011,-0.51548,0.68036,0.010229,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14736,142.318,
1.4758,12.5557,7.5839,128.3428,0.10975,0.06826,0.99161,16.8994,10.4046,156.5051,0.033202,-0.045544,-0.00054035,-0.51653,-0.37523,-10.8263,-0.58116,0.76921,0.011371,0.016073,0.016214,0.39525,-2.3321,-1.6942,-48.8808,-0.5402,0.715,0.01057,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1473,142.3237,
1.4881,12.7642,7.7123,130.2733,0.10925,0.067897,0.99169,16.8929,10.3999,156.3716,0.025894,-0.035859,-0.0003983,-0.53127,-0.38563,-10.8222,-0.60226,0.79918,0.011632,0.016767,0.016877,0.39525,-2.3987,-1.7411,-48.8622,-0.55981,0.74285,0.010812,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14724,142.3295,
1.5004,12.9726,7.8406,132.2021,0.10887,0.067626,0.99175,16.8863,10.3951,156.2382,0.018361,-0.025851,-0.0002537,-0.54225,-0.3932,-10.8184,-0.61774,0.82168,0.011787,0.017306,0.017386,0.39525,-2.4483,-1.7753,-48.8453,-0.5742,0.76377,0.010956,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14718,142.3353,
1.5128,13.1809,7.9689,134.1293,0.10862,0.067448,0.99179,16.8795,10.3902,156.1048,0.010671,-0.015611,-0.00010786,-0.54944,-0.39792,-10.8151,-0.62755,0.83661,0.011834,0.017689,0.017736,0.39525,-2.4807,-1.7966,-48.83,-0.58331,0.77764,0.011,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14711,142.341,
1.524,13.3695,8.0849,135.8729,0.1085,0.067369,0.99181,16.8734,10.3857,155.9841,0.0036326,-0.0062182,2.4185e-05,-0.55265,-0.39973,-10.8123,-0.63151,0.84355,0.011786,0.017898,0.017916,0.39525,-2.4952,-1.8048,-48.8175,-0.58699,0.78409,0.010955,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14706,142.3463,
1.5351,13.558,8.2009,137.6152,0.10848,0.067368,0.99181,16.8672,10.3813,155.8634,-0.0034241,0.0032173,0.00015521,-0.55274,-0.39919,-10.8098,-0.63081,0.84427,0.011651,0.017975,0.017963,0.39525,-2.4956,-1.8024,-48.8063,-0.58635,0.78476,0.01083,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.147,142.3515,
1.5463,13.7464,8.3169,139.3561,0.10857,0.067445,0.9918,16.861,10.3768,155.7427,-0.010447,0.012626,0.00028425,-0.54974,-0.39635,-10.8076,-0.62553,0.83882,0.011433,0.017921,0.01788,0.39525,-2.4821,-1.7895,-48.7964,-0.58144,0.7797,0.010627,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14695,142.3567,
1.5575,13.9348,8.4328,141.0956,0.10876,0.067599,0.99177,16.8549,10.3724,155.6221,-0.017386,0.02194,0.00041039,-0.5437,-0.39125,-10.8057,-0.61574,0.82733,0.011133,0.017737,0.017667,0.39525,-2.4548,-1.7665,-48.7877,-0.57234,0.76901,0.010349,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14689,142.3619,
1.5683,14.1174,8.5452,142.7809,0.10904,0.067822,0.99172,16.8491,10.3682,155.5051,-0.023986,0.030817,0.00052909,-0.53502,-0.3842,-10.8041,-0.60206,0.81054,0.010767,0.017436,0.017338,0.39525,-2.4156,-1.7346,-48.7805,-0.55962,0.75341,0.010009,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14684,142.3669,
1.5791,14.2999,8.6575,144.465,0.10942,0.068115,0.99166,16.8434,10.3641,155.3882,-0.030417,0.039483,0.00064345,-0.52364,-0.37515,-10.8027,-0.5844,0.78839,0.010331,0.017018,0.016893,0.39525,-2.3643,-1.6938,-48.7744,-0.54321,0.73282,0.0096029,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14678,142.372,
1.59,14.4823,8.7698,146.1477,0.10989,0.068477,0.99158,16.8378,10.3601,155.2713,-0.036635,0.047881,0.00075269,-0.50968,-0.36418,-10.8017,-0.56292,0.76107,0.0098276,0.016486,0.016335,0.39525,-2.3012,-1.6443,-48.7695,-0.52325,0.70743,0.0091349,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14673,142.377,
1.6008,14.6647,8.882,147.8292,0.11045,0.068903,0.99149,16.8323,10.3562,155.1543,-0.0426,0.055955,0.00085614,-0.49325,-0.35139,-10.8008,-0.53781,0.72883,0.0092611,0.015845,0.015668,0.39525,-2.227,-1.5865,-48.7657,-0.49991,0.67746,0.0086083,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14667,142.382,
1.6117,14.8473,8.9943,149.5119,0.11109,0.069394,0.99138,16.8271,10.3525,155.0373,-0.048283,0.063666,0.00095328,-0.47447,-0.33687,-10.8002,-0.50924,0.69187,0.0086351,0.015097,0.014896,0.39525,-2.1422,-1.5209,-48.7631,-0.47335,0.64311,0.0080265,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14662,142.387,
1.6225,15.0298,9.1066,151.1933,0.11182,0.069943,0.99126,16.822,10.3489,154.9202,-0.053639,0.070952,0.0010433,-0.45351,-0.32074,-10.7999,-0.47747,0.65056,0.0079552,0.014251,0.014026,0.39525,-2.0476,-1.4481,-48.7616,-0.44381,0.60471,0.0073945,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14657,142.3921,
1.6334,15.2123,9.2189,152.8734,0.11261,0.070549,0.99113,16.8172,10.3455,154.8031,-0.058633,0.077768,0.0011257,-0.43052,-0.30313,-10.7998,-0.44274,0.60521,0.0072265,0.013311,0.013065,0.39525,-1.9438,-1.3686,-48.7613,-0.41153,0.56255,0.0067171,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14651,142.3971,
1.6442,15.3947,9.3311,154.5523,0.11348,0.071206,0.99098,16.8127,10.3423,154.686,-0.063235,0.084071,0.0012,-0.4057,-0.28418,-10.8,-0.40533,0.55617,0.0064543,0.012286,0.01202,0.39525,-1.8317,-1.2831,-48.762,-0.37676,0.51697,0.0059994,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14646,142.4021,
1.6553,15.5816,9.446,156.2713,0.11444,0.071928,0.99082,16.8083,10.3393,154.5661,-0.067517,0.089958,0.0012671,-0.37855,-0.26351,-10.8004,-0.3645,0.50247,0.0056238,0.011153,0.010869,0.39525,-1.7091,-1.1898,-48.764,-0.33881,0.46706,0.0052274,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1464,142.4073,
1.6664,15.7685,9.561,157.989,0.11546,0.072694,0.99065,16.8043,10.3365,154.4461,-0.071332,0.095232,0.0013249,-0.34987,-0.24175,-10.8011,-0.32146,0.44571,0.0047598,0.0099471,0.0096459,0.39525,-1.5797,-1.0915,-48.7671,-0.2988,0.4143,0.0044243,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14635,142.4124,
1.6776,15.9553,9.6759,159.7054,0.11654,0.073501,0.99046,16.8006,10.3339,154.3261,-0.074658,0.099859,0.0013729,-0.31988,-0.21904,-10.802,-0.27654,0.38632,0.0038686,0.0086757,0.0083598,0.39525,-1.4443,-0.98899,-48.7712,-0.25705,0.35909,0.003596,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1463,142.4175,
1.6887,16.142,9.7907,161.4204,0.11766,0.07434,0.99027,16.7972,10.3316,154.2061,-0.077475,0.10381,0.0014108,-0.28881,-0.19557,-10.8032,-0.23007,0.32474,0.0029569,0.0073485,0.0070202,0.39525,-1.304,-0.88302,-48.7764,-0.21385,0.30185,0.0027485,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14624,142.4226,
1.7004,16.3385,9.9116,163.2231,0.11888,0.075254,0.99005,16.794,10.3295,154.0799,-0.079873,0.10722,0.0014397,-0.25521,-0.17024,-10.8046,-0.17989,0.25809,0.0019827,0.0059029,0.0055638,0.39525,-1.1523,-0.76865,-48.7829,-0.16721,0.2399,0.001843,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14618,142.428,
1.7121,16.5348,10.0324,165.0244,0.12013,0.076192,0.98983,16.7912,10.3276,153.9536,-0.081679,0.10984,0.0014572,-0.22093,-0.14446,-10.8063,-0.12878,0.19006,0.0010007,0.0044181,0.0040708,0.39525,-0.9975,-0.65223,-48.7904,-0.11971,0.17666,0.00093014,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14613,142.4334,
1.7238,16.7312,10.1531,166.8242,0.12142,0.077147,0.9896,16.7888,10.3261,153.8273,-0.082884,0.11167,0.0014631,-0.18625,-0.11842,-10.8081,-0.077149,0.12118,1.8416e-05,0.0029065,0.0025539,0.39525,-0.84091,-0.53466,-48.7988,-0.071712,0.11264,1.7118e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14607,142.4388,
1.7355,16.9275,10.2739,168.6225,0.12271,0.078112,0.98936,16.7869,10.3249,153.701,-0.083483,0.11268,0.0014576,-0.15143,-0.092332,-10.8102,-0.025393,0.052007,-0.00095653,0.0013839,0.0010317,0.39525,-0.68371,-0.41688,-48.8078,-0.023603,0.048341,-0.00088911,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14601,142.4442,
1.7483,17.1433,10.4066,170.597,0.12415,0.079176,0.9891,16.7852,10.3239,153.5621,-0.083445,0.11286,0.0014385,-0.11342,-0.0639,-10.8132,0.031156,-0.023732,-0.0020108,0.00037208,0.00070101,0.39525,-0.5121,-0.28851,-48.8217,0.02896,-0.02206,-0.001869,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14595,142.4501,
1.7612,17.359,10.5393,172.5697,0.12558,0.080235,0.98883,16.7839,10.3232,153.4233,-0.082686,0.11207,0.0014061,-0.076285,-0.036142,-10.8193,0.086855,-0.098498,-0.0030377,0.0020015,0.0023548,0.39525,-0.34443,-0.16318,-48.8489,0.080733,-0.091556,-0.0028236,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.14589,142.456,
